UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Air temperature [K]_lag_1,Air temperature [K]_lag_3,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_3,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_3,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_3,Tool wear [min]_lag_5,torque_speed_interaction,failure_label
299,H29712,H,-1.0523815106382575,-1.0147607733229451,3.2922798333074,-2.1354314325199764,0.2835620846623795,0,No Failure,298.02,0.08366600265595879,308.52000000000004,0.04472135954359751,1665.0,307.7945743511408,34.4,13.794201680416279,121.4,3.974921382870353,298.0,298.1,298.1,308.5,308.6,308.5,1713.0,1716.0,1392.0,25.3,30.7,44.8,124.0,119.0,111.0,39812.299999999996,0
300,M15159,M,-1.1023775442658785,-1.149562544534041,0.1574334363404881,-0.44008010113427437,0.36211549057472353,0,No Failure,297.96000000000004,0.11401754251195366,308.48,0.10954451149819476,1704.0,271.6155371108213,31.3,10.435755842295222,124.4,4.5055521304275175,297.9,298.0,298.1,308.5,308.5,308.5,2129.0,1395.0,1372.0,18.7,46.2,51.1,126.0,122.0,116.0,55785.200000000004,0
301,L47480,L,-1.1023775442658785,-1.0821616589285121,0.46422445383725,-0.16922515469987276,0.4092475341221299,0,No Failure,297.9,0.10000000000250088,308.43999999999994,0.08944271909622778,1685.2,273.82147468743193,32.82,10.870924523700781,127.4,4.979959839195485,297.8,298.0,298.1,308.3,308.5,308.6,1567.0,1713.0,1716.0,35.6,25.3,30.7,131.0,124.0,119.0,62122.6,0
302,L47481,L,-1.1523735778935282,-1.0821616589285121,1.1224306368303028,-1.2927715991685031,0.44066889648706753,0,No Failure,297.84000000000003,0.11401754251228643,308.41999999999996,0.08366600264923593,1754.2,220.73445585136892,29.0,7.959899496852869,130.2,5.118593556827884,297.8,297.9,298.0,308.4,308.5,308.5,1622.0,2129.0,1395.0,38.3,18.7,46.2,134.0,126.0,122.0,47154.0,0
303,H29716,H,-1.1023775442658785,-1.0821616589285121,-0.1493575811562738,-0.49023842454805255,0.4720902588520051,0,No Failure,297.8,0.07071067812265576,308.4,0.07071067811354759,1714.0,246.869398670633,30.96,8.027328322673666,133.0,4.690415759823424,297.7,297.8,298.0,308.4,308.3,308.5,1740.0,1567.0,1713.0,27.1,35.6,25.3,136.0,131.0,124.0,53071.200000000004,0
304,M15163,M,-1.1023775442658785,-1.0821616589285121,-0.3334321916543309,0.3524214088034203,0.5506436647643491,0,No Failure,297.78,0.04472135955647431,308.38,0.044721359541655965,1584.0,102.80807361292173,35.92,5.951638429877893,136.4,4.5055521304275175,297.8,297.8,297.9,308.4,308.4,308.5,1512.0,1622.0,2129.0,35.1,38.3,18.7,138.0,134.0,126.0,64336.5,0
305,L47484,L,-1.1023775442658785,-1.0821616589285121,1.1056965813304793,-1.2526449404374806,0.5977757083117555,0,No Failure,297.78000000000003,0.04472135955647431,308.4,0.0,1618.0,122.08398748402648,34.3,7.05974503788906,139.4,4.979959839195485,297.8,297.7,297.8,308.4,308.4,308.3,1479.0,1740.0,1567.0,43.5,27.1,35.6,143.0,136.0,131.0,47767.5,0
306,L47485,L,-1.1023775442658785,-1.0821616589285121,3.2922798333074,-2.0852731091061982,0.6291970706766932,0,No Failure,297.78000000000003,0.04472135955647431,308.4,0.0,1719.4,259.47697393025055,30.48,9.197934550756422,142.2,5.118593556827884,297.8,297.8,297.8,308.4,308.4,308.4,1737.0,1512.0,1622.0,27.5,35.1,38.3,146.0,138.0,134.0,40876.799999999996,0
307,L47486,L,-1.1023775442658785,-1.0821616589285121,-0.919124134148149,0.7135613373826232,0.6606184330416307,0,No Failure,297.8,0.0,308.4,0.0,1646.2,300.5822682727641,34.480000000000004,11.436870201239465,145.0,4.690415759823424,297.8,297.8,297.7,308.4,308.4,308.4,2129.0,1479.0,1740.0,19.2,43.5,27.1,148.0,143.0,136.0,64715.4,0
308,M15167,M,-1.1023775442658785,-1.0821616589285121,0.2243696583397816,-0.33976345430671806,0.6920397954065683,0,No Failure,297.8,0.0,308.4,0.0,1659.6,294.53658516388066,34.78,11.47680269064513,147.8,3.4928498393145873,297.8,297.8,297.8,308.4,308.4,308.4,1374.0,1737.0,1512.0,47.1,27.5,35.1,150.0,146.0,138.0,57791.4,0
309,L47488,L,-1.0523815106382575,-1.0147607733229451,-1.3040074106440867,0.723593002065379,0.7391718389539748,0,No Failure,297.82000000000005,0.044721359556191505,308.41999999999996,0.044721359542192994,1624.8,329.42252503433934,35.52,12.271389489377288,150.2,3.4928498393145873,297.8,297.8,297.8,308.4,308.4,308.4,1579.0,2129.0,1479.0,36.6,19.2,43.5,152.0,148.0,143.0,61596.00000000001,0
310,M15169,M,-1.0523815106382575,-1.0147607733229451,-0.5007727466525647,0.08156646236901802,0.7705932013189124,0,No Failure,297.84000000000003,0.05477225575547251,308.43999999999994,0.05477225574437163,1567.2,330.0775666415395,38.18,11.51659671951743,152.4,3.6469165057620865,297.9,297.8,297.8,308.5,308.4,308.4,1305.0,1374.0,1737.0,47.2,47.1,27.5,155.0,150.0,146.0,59119.2,0
311,H29724,H,-1.0023854770106078,-0.9473598877173782,-0.07126532215709803,0.18188310919657433,0.8177252448663187,0,No Failure,297.88,0.08366600265652864,308.48,0.08366600264969198,1446.6,110.86162546165352,42.7,4.506661735697512,154.8,3.9623225512317797,297.9,297.8,297.8,308.5,308.4,308.4,1449.0,1579.0,2129.0,40.8,36.6,19.2,157.0,152.0,148.0,63786.799999999996,0
312,M15171,M,-1.0023854770106078,-0.9473598877173782,-0.4784606726528002,0.4126113968999543,0.8962786507786628,0,No Failure,297.91999999999996,0.08366600265640804,308.52,0.08366600264998583,1462.4,103.29956437468626,42.1,3.93827373350305,157.8,4.9699094559156585,298.0,297.9,297.8,308.6,308.5,308.4,1526.0,1305.0,1374.0,41.8,47.2,47.1,160.0,155.0,150.0,64077.3,0
313,L47492,L,-1.0523815106382575,-0.9473598877173782,-0.3947903951536833,-0.399953442403252,0.9434106943260692,0,No Failure,297.94,0.05477225575502755,308.56000000000006,0.05477225574572468,1440.2,81.63148902231265,41.980000000000004,4.15114442051828,161.0,5.431390245600094,298.0,297.9,297.8,308.6,308.5,308.4,1453.0,1449.0,1579.0,44.1,40.8,36.6,165.0,157.0,152.0,52848.0,0
314,L47493,L,-1.0023854770106078,-0.9473598877173782,-1.2593832626445576,1.0847329306445812,0.9748320566910068,0,No Failure,297.96,0.05477225575494712,308.58000000000004,0.044721359544415744,1441.8,78.33070917590334,42.7,5.405552700695841,164.0,5.431390245600094,297.9,298.0,297.9,308.6,308.6,308.5,1468.0,1526.0,1305.0,36.0,41.8,47.2,168.0,160.0,155.0,66700.4,0
315,M15174,M,-1.0523815106382575,-1.0147607733229451,-1.3318975031437923,1.3054295536652054,1.0062534190559445,0,No Failure,297.96,0.05477225575494712,308.58000000000004,0.044721359544415744,1412.0,100.19730535298815,45.14,6.884620541467795,167.0,4.690415759823414,298.0,298.0,297.9,308.6,308.6,308.5,1313.0,1453.0,1449.0,50.8,44.1,40.8,170.0,165.0,157.0,68900.0,0
316,L47495,L,-1.0523815106382575,-1.0821616589285121,0.598096897835837,0.06150313300350718,1.0533854626033508,0,No Failure,297.94,0.05477225575501069,308.5400000000001,0.08944271909692923,1436.0,140.56848864521504,44.9,7.0491134194308644,170.0,3.8078865529319352,297.9,297.9,298.0,308.5,308.6,308.6,1300.0,1468.0,1526.0,53.0,36.0,41.8,172.0,168.0,160.0,66827.6,0
317,L47496,L,-1.1023775442658785,-1.0821616589285121,0.9774021558318334,-0.6808400535204094,1.0848068249682883,0,No Failure,297.9,0.07071067812220157,308.5,0.09999999999702817,1488.2,188.6854525394047,42.72,8.821111041133092,172.4,3.6469165057620727,297.9,298.0,298.0,308.4,308.6,308.6,1646.0,1313.0,1453.0,40.6,50.8,44.1,175.0,170.0,165.0,56904.8,0
318,L47497,L,-1.1023775442658785,-1.0821616589285121,0.8156396193335408,-1.16235995829268,1.116228187333226,0,No Failure,297.88,0.0836660026564208,308.46000000000004,0.0894427190964208,1531.6,206.94999395989348,41.2,10.719141756689293,174.6,3.6469165057620727,297.8,297.9,297.9,308.4,308.5,308.6,1714.0,1300.0,1468.0,33.2,53.0,36.0,177.0,172.0,168.0,47854.0,0
319,L47498,L,-1.1023775442658785,-1.0821616589285121,-0.1493575811562738,-0.008718519775782523,1.1476495496981636,0,No Failure,297.84,0.054772255755174144,308.41999999999996,0.044721359542382044,1571.4,170.2874041143383,39.019999999999996,9.292039603875988,176.8,3.492849839314573,297.8,297.9,298.0,308.4,308.4,308.6,1685.0,1646.0,1313.0,28.4,40.6,50.8,179.0,175.0,170.0,60328.799999999996,0
320,L47499,L,-1.1023775442658785,-1.0821616589285121,0.4084442688378387,-0.7911883650307214,1.179070912063101,0,No Failure,297.82000000000005,0.04472135955575617,308.4,0.0,1633.8,78.28282059302636,34.84,5.2548073228235035,179.0,3.162277660168351,297.8,297.8,297.9,308.4,308.4,308.5,1512.0,1714.0,1300.0,39.9,33.2,53.0,181.0,177.0,172.0,51745.200000000004,0
321,H29734,H,-1.1023775442658785,-1.0821616589285121,0.06260712184148895,-0.17925681938262783,1.2104922744280389,0,No Failure,297.8,0.0,308.4,0.0,1614.6,85.94067721399425,34.36,4.674719242906409,181.0,3.162277660168351,297.8,297.8,297.9,308.4,308.4,308.4,1612.0,1685.0,1646.0,32.1,28.4,40.6,183.0,179.0,175.0,59210.00000000001,0
322,L47501,L,-1.1023775442658785,-1.0821616589285121,-0.11588947015662704,-0.7510617062996991,1.2890456803403827,0,No Failure,297.8,0.0,308.4,0.0,1575.4,72.99178035916064,34.220000000000006,4.728318940173079,183.6,4.2190046219457775,297.8,297.8,297.8,308.4,308.4,308.4,1550.0,1512.0,1714.0,38.2,39.9,33.2,185.0,181.0,177.0,49335.0,0
323,L47502,L,-1.1023775442658785,-1.0147607733229451,-0.5063507651525058,0.0013131449069732513,1.3204670427053204,0,No Failure,297.8,0.0,308.41999999999996,0.044721359542382044,1528.0,59.7829407105401,36.54,3.938654592624192,186.2,4.658325879540832,297.8,297.8,297.8,308.4,308.4,308.4,1518.0,1612.0,1685.0,32.5,32.1,28.4,190.0,183.0,179.0,57920.0,0
324,L47503,L,-1.1023775442658785,-1.0147607733229451,0.12396532534084133,0.6333080199205777,1.351888405070258,0,No Failure,297.8,0.0,308.43999999999994,0.05477225574447929,1537.8,60.516113556638395,37.82,5.870008517881362,188.8,4.658325879540832,297.8,297.8,297.8,308.5,308.4,308.4,1448.0,1550.0,1512.0,40.0,38.2,39.9,192.0,185.0,181.0,72274.29999999999,0
325,M15184,M,-1.1023775442658785,-1.0147607733229451,-0.2832300251548608,0.1919147738793301,1.3833097674351955,0,No Failure,297.8,0.0,308.4599999999999,0.054772255744663496,1513.0,46.22769732530437,39.78,5.063299319613637,191.4,4.2190046219457775,297.8,297.8,297.8,308.5,308.4,308.4,1561.0,1518.0,1612.0,46.3,32.5,32.1,194.0,190.0,183.0,62347.2,0
326,L47505,L,-1.1023775442658785,-1.0147607733229451,0.8937318783327166,-1.2225499463892138,1.430441810982602,0,No Failure,297.8,0.0,308.48,0.04472135954305888,1542.8,96.61107596957999,37.699999999999996,7.448825410761063,194.2,3.492849839314573,297.8,297.8,297.8,308.5,308.5,308.4,1488.0,1448.0,1550.0,41.9,40.0,38.2,196.0,192.0,185.0,47232.200000000004,0
327,L47506,L,-1.1523735778935282,-1.0147607733229451,-0.21071578465562615,0.14175645046555194,1.4618631733475396,0,No Failure,297.78000000000003,0.044721359555911874,308.5,0.0,1539.4,97.99132614675626,39.480000000000004,6.9416856742436766,196.4,3.6469165057620727,297.8,297.8,297.8,308.5,308.5,308.4,1699.0,1561.0,1518.0,27.8,46.3,32.5,199.0,194.0,190.0,62141.4,0
328,L47507,L,-1.1523735778935282,-1.0147607733229451,-0.9247021526480902,1.676601146927164,1.4932845357124773,1,Overstrain Failure,297.76,0.05477225575542258,308.5,0.0,1524.4,118.9739467278444,42.81999999999999,10.407064908032439,198.6,3.6469165057620727,297.7,297.8,297.8,308.5,308.5,308.5,1501.0,1488.0,1448.0,41.4,41.9,40.0,201.0,196.0,192.0,77849.1,1
329,H29742,H,-1.2023696115211493,-1.0821616589285121,0.916043952332481,-0.8614100178100111,1.5247058980774149,0,No Failure,297.71999999999997,0.08366600265671931,308.47999999999996,0.04472135954305888,1552.8,144.1742001885218,39.839999999999996,11.259795735269801,200.8,3.492849839314573,297.7,297.8,297.8,308.5,308.5,308.5,1373.0,1699.0,1561.0,56.7,27.8,46.3,203.0,199.0,194.0,53474.2,0
330,H29743,H,-1.1523735778935282,-1.0147607733229451,1.0108702668314802,-1.0118849880513456,1.603259303989759,0,No Failure,297.7,0.07071067812264321,308.48,0.04472135954305888,1599.2,155.02967457877205,37.44,11.967581209250255,203.6,4.2190046219457775,297.6,297.7,297.8,308.4,308.5,308.5,1703.0,1501.0,1488.0,31.4,41.4,41.9,205.0,201.0,196.0,51428.0,0
331,M15190,M,-1.2023696115211493,-1.0821616589285121,-0.785251690149562,0.1919147738793301,1.6818127099021027,0,No Failure,297.66,0.0547722557558656,308.46000000000004,0.054772255744663496,1539.0,164.7255292903925,40.260000000000005,10.724877621679422,206.8,5.674504383644426,297.7,297.7,297.8,308.5,308.5,308.5,1720.0,1373.0,1699.0,29.9,56.7,27.8,210.0,203.0,199.0,58576.2,0
332,M15191,M,-1.2023696115211493,-1.0821616589285121,-0.8242978196491499,1.1950812421548933,1.7289447534495093,0,No Failure,297.64,0.05477225575598106,308.44,0.05477225574447929,1517.0,177.88901034071768,42.36,11.960685599078348,210.2,6.379655163094618,297.6,297.6,297.7,308.4,308.4,308.5,1398.0,1703.0,1501.0,41.9,31.4,41.4,215.0,205.0,201.0,72192.9,0
333,M15192,M,-1.2023696115211493,-1.149562544534041,-0.004329100157804543,0.021376474272484798,-1.6959837443286896,0,No Failure,297.62,0.04472135955684294,308.4,0.07071067811368625,1550.0,158.77499803180586,39.06,8.89960673288432,169.6,94.93840108196471,297.6,297.7,297.7,308.4,308.5,308.5,1391.0,1720.0,1373.0,51.9,29.9,56.7,218.0,210.0,203.0,61827.600000000006,0
334,L47513,L,-1.252365645148799,-1.216963430139608,0.6036749163357781,-0.8714416824927665,-1.648851700781283,0,No Failure,297.6,0.07071067812307781,308.36,0.1140175425066465,1538.8,146.80837850749515,39.040000000000006,8.921210680171155,129.2,116.61346405968739,297.6,297.6,297.6,308.3,308.4,308.4,1538.0,1398.0,1703.0,40.2,41.9,31.4,0.0,215.0,205.0,51551.1,0
335,M15194,M,-1.252365645148799,-1.2843643157451365,-0.38921237665374214,0.4828330496792433,-1.6174303384163455,0,No Failure,297.56000000000006,0.05477225575647337,308.28000000000003,0.13038404810086082,1488.6,106.82836701925176,42.019999999999996,7.476429629174618,88.2,117.13966023512275,297.5,297.6,297.7,308.2,308.4,308.5,1647.0,1391.0,1720.0,31.3,51.9,29.9,3.0,218.0,210.0,65811.2,0
336,L47515,L,-1.3023616787764485,-1.2843643157451365,1.1726328033297728,-1.4131515753615709,-1.570298294868939,0,No Failure,297.52000000000004,0.08366600265747855,308.21999999999997,0.1303840481006205,1558.8,141.95844462376996,38.82,10.395046897441102,46.8,95.74810703089642,297.5,297.6,297.6,308.1,308.3,308.4,1469.0,1538.0,1398.0,44.8,40.2,41.9,5.0,0.0,215.0,45299.1,0
337,M15196,M,-1.2023696115211493,-1.216963430139608,2.5448253543152894,-1.9548614682303749,-1.5388769325040015,0,No Failure,297.52,0.08366600265747855,308.18,0.08366600264782274,1679.6,206.0092230945012,32.54,9.99464856810881,5.2,3.962322551231335,297.4,297.5,297.6,308.1,308.2,308.4,1749.0,1647.0,1391.0,25.9,31.3,51.9,8.0,3.0,218.0,40897.5,0
338,L47517,L,-1.2023696115211493,-1.149562544534041,1.133586673830185,-1.2325816110719694,-1.491744888956595,0,No Failure,297.52000000000004,0.08366600265747855,308.18,0.08366600264782274,1720.4,190.5775432730729,30.04,9.125130136058297,7.8,3.9623225512313445,297.6,297.5,297.6,308.2,308.1,308.3,1995.0,1469.0,1538.0,20.5,44.8,40.2,10.0,5.0,0.0,48253.4,0
339,L47518,L,-1.252365645148799,-1.216963430139608,0.13512136234072358,-0.17925681938262783,-1.4603235265916574,0,No Failure,297.52,0.08366600265747855,308.18,0.08366600264782274,1703.6,202.02425596942555,31.419999999999998,9.855810468956848,10.2,3.962322551231353,297.6,297.4,297.5,308.3,308.1,308.2,1742.0,1749.0,1647.0,27.7,25.9,31.3,13.0,8.0,3.0,59706.600000000006,0
340,M15199,M,-1.252365645148799,-1.216963430139608,0.9718241373318923,-0.7811567003479657,-1.42890216422672,0,No Failure,297.52,0.08366600265747855,308.2,0.07071067811219704,1752.4,155.24110280463734,28.9,6.677948786865567,12.6,3.6469165057616286,297.5,297.6,297.5,308.2,308.2,308.1,1563.0,1995.0,1469.0,38.2,20.5,44.8,15.0,10.0,5.0,55158.600000000006,0
341,L47520,L,-1.3023616787764485,-1.2843643157451365,-0.36132228415403655,-0.05887684318956068,-1.3817701206793134,0,No Failure,297.52,0.08366600265747855,308.2,0.07071067811219704,1697.4,199.22926491858567,31.6,7.797114851020179,15.0,3.8078865529315173,297.5,297.6,297.4,308.2,308.3,308.1,1713.0,1742.0,1749.0,32.2,27.7,25.9,17.0,13.0,8.0,58075.6,0
342,M15201,M,-1.3023616787764485,-1.216963430139608,-0.04895324815733354,-0.7410300416169433,-1.3503487583143758,0,No Failure,297.48,0.08366600265763652,308.2,0.07071067811219704,1604.4,117.24035141537234,34.019999999999996,4.787692554874378,17.4,3.646916505761647,297.4,297.5,297.6,308.1,308.2,308.2,1474.0,1563.0,1995.0,39.4,38.2,20.5,20.0,15.0,10.0,49878.0,0
343,L47522,L,-1.3023616787764485,-1.216963430139608,-0.37805633965385993,0.6533713492860893,-1.3032167147669695,0,No Failure,297.43999999999994,0.05477225575717649,308.18,0.04472135953954916,1550.2,98.93785928551317,37.78,5.848247600777501,19.8,3.962322551231387,297.4,297.5,297.6,308.2,308.2,308.3,1530.0,1713.0,1742.0,32.6,32.2,27.7,22.0,17.0,13.0,68401.5,0
344,L47523,L,-1.252365645148799,-1.149562544534041,-0.8410318751489733,0.8640363076239577,-1.2717953524020318,0,No Failure,297.43999999999994,0.05477225575717649,308.2,0.07071067811219704,1515.2,121.6293550093891,39.86,7.6169547720857524,22.2,3.9623225512313955,297.4,297.4,297.5,308.2,308.1,308.2,1471.0,1474.0,1563.0,46.5,39.4,38.2,25.0,20.0,15.0,67456.8,0
345,M15204,M,-1.252365645148799,-1.216963430139608,5.071667734788619,-2.626983001975002,-1.2403739900370943,0,No Failure,297.43999999999994,0.05477225575717649,308.2,0.07071067811219704,1662.2,442.18796908102325,36.18,14.007212427888703,24.6,3.646916505761675,297.5,297.4,297.5,308.3,308.2,308.2,1388.0,1530.0,1713.0,48.6,32.6,32.2,27.0,22.0,17.0,33782.4,0
346,L47525,L,-1.252365645148799,-1.149562544534041,0.2578377693394283,-0.7109350475686768,-1.1932419464896877,0,No Failure,297.4599999999999,0.05477225575707271,308.24,0.05477225574258721,1684.4,433.06962488726913,34.879999999999995,13.935099569073758,27.0,3.807886552931562,297.5,297.4,297.4,308.2,308.2,308.1,2448.0,1471.0,1474.0,13.8,46.5,39.4,29.0,25.0,20.0,52146.5,0
347,M15206,M,-1.252365645148799,-1.149562544534041,-0.44499256165315343,0.5229597084102664,-1.1618205841247502,0,No Failure,297.48,0.044721359557904274,308.26,0.054772255742794776,1670.2,440.4982406321278,37.4,14.545617896810015,29.4,3.646916505761694,297.5,297.5,297.4,308.3,308.3,308.2,1585.0,1388.0,1530.0,32.9,48.6,32.6,32.0,27.0,22.0,65946.8,0
348,L47527,L,-1.252365645148799,-1.149562544534041,0.029139010841842207,0.08156646236901802,-1.114688540577344,0,No Failure,297.5,0.0,308.28,0.04472135954079877,1684.8,433.3978541709684,36.260000000000005,13.861385212164034,31.8,3.96232255123143,297.5,297.5,297.4,308.3,308.2,308.2,1459.0,2448.0,1471.0,45.2,13.8,46.5,34.0,29.0,25.0,62995.2,0
349,L47528,L,-1.2023696115211493,-1.149562544534041,0.43633436133754433,-0.8313150237617443,-1.0832671782124061,0,No Failure,297.52,0.04472135955769137,308.28000000000003,0.04472135954079877,1730.6,405.38660560013574,32.88,12.041054771073815,34.2,3.9623225512314386,297.5,297.5,297.5,308.3,308.3,308.3,1544.0,1585.0,1388.0,40.8,32.9,48.6,37.0,32.0,27.0,51258.9,0
350,L47529,L,-1.2023696115211493,-1.149562544534041,0.3136179543388396,-0.570491742010098,-1.0518458158474686,0,No Failure,297.53999999999996,0.05477225575671466,308.3,0.0,1560.0,62.36184731067522,36.98,5.785066983190409,36.6,3.646916505761722,297.6,297.5,297.5,308.3,308.3,308.2,1617.0,1459.0,2448.0,31.7,45.2,13.8,39.0,34.0,29.0,54708.49999999999,0
351,H29764,H,-1.2023696115211493,-1.149562544534041,-0.7740956531496798,0.4326747262654651,-1.020424453482531,0,No Failure,297.56,0.054772255756634226,308.3,0.0,1523.0,91.76873105802417,39.260000000000005,6.016892885867248,38.8,3.4928498393142164,297.6,297.5,297.5,308.3,308.3,308.3,1595.0,1544.0,1585.0,34.3,40.8,32.9,41.0,37.0,32.0,62019.99999999999,0
352,M15211,M,-1.2023696115211493,-1.0821616589285121,0.4028662503378976,-0.9015366765410335,-0.941871047570187,0,No Failure,297.58000000000004,0.04472135955739585,308.32,0.04472135954133579,1553.4,90.43395380054976,36.42,5.861484453617507,41.6,4.219004621945492,297.6,297.6,297.5,308.3,308.3,308.3,1400.0,1617.0,1459.0,44.3,31.7,45.2,43.0,39.0,34.0,49941.0,0
353,M15212,M,-1.2023696115211493,-1.0821616589285121,-0.1772476736559794,0.6032130258723112,-0.8947390040227806,0,No Failure,297.6,0.0,308.34000000000003,0.05477225574367757,1546.0,92.87626176801028,37.46,7.1521325491072805,44.4,4.979959839195242,297.6,297.6,297.5,308.4,308.3,308.3,1611.0,1595.0,1544.0,31.0,34.3,40.8,48.0,41.0,37.0,69322.0,0
354,H29767,H,-1.252365645148799,-1.149562544534041,0.7542814158341884,-1.0018533233685898,-0.8476069604753742,0,No Failure,297.58000000000004,0.044721359557367245,308.34000000000003,0.05477225574367757,1557.4,106.29816555331502,37.12,7.525091361571616,47.4,5.4129474410895195,297.6,297.6,297.6,308.4,308.3,308.3,1507.0,1400.0,1617.0,46.0,44.3,31.7,51.0,43.0,39.0,50220.0,0
355,L47534,L,-1.2023696115211493,-1.149562544534041,0.6650331198351305,-0.570491742010098,-0.7690535545630302,0,No Failure,297.58000000000004,0.044721359557367245,308.34,0.05477225574367757,1570.0,115.22803478320702,37.120000000000005,7.525091361571616,51.0,6.041522986797094,297.5,297.6,297.6,308.3,308.4,308.3,1674.0,1611.0,1595.0,30.0,31.0,34.3,54.0,48.0,41.0,56869.399999999994,0
356,L47535,L,-1.2023696115211493,-1.149562544534041,0.4698024723371911,-0.30966846025845146,-0.7376321921980926,0,No Failure,297.58000000000004,0.044721359557367245,308.34000000000003,0.05477225574367757,1614.6,65.332227881804,35.64,6.404139286430274,54.6,5.41294744108954,297.6,297.6,297.6,308.3,308.4,308.3,1658.0,1507.0,1400.0,34.3,46.0,44.3,59.0,51.0,43.0,59888.7,0
